Freq.	V(out)
1.38675582887188e+000	(-2.67202236571939e+001dB,8.73435677876344e+001°)
1.38995263121334e+000	(-2.67002663166571e+001dB,8.73375098947388e+001°)
1.39315680294529e+000	(-2.66803091725969e+001dB,8.73314379656072e+001°)
1.39636836105593e+000	(-2.66603522259163e+001dB,8.73253519685998e+001°)
1.39958732257261e+000	(-2.66403954775225e+001dB,8.73192518720066e+001°)
1.40281370456195e+000	(-2.66204389283269e+001dB,8.73131376440463e+001°)
1.40604752412990e+000	(-2.66004825792449e+001dB,8.73070092528666e+001°)
1.40928879842186e+000	(-2.65805264311962e+001dB,8.73008666665441e+001°)
1.41253754462274e+000	(-2.65605704851047e+001dB,8.72947098530840e+001°)
1.41579377995707e+000	(-2.65406147418985e+001dB,8.72885387804201e+001°)
1.41905752168908e+000	(-2.65206592025100e+001dB,8.72823534164146e+001°)
1.42232878712281e+000	(-2.65007038678758e+001dB,8.72761537288577e+001°)
1.42560759360218e+000	(-2.64807487389367e+001dB,8.72699396854679e+001°)
1.42889395851109e+000	(-2.64607938166381e+001dB,8.72637112538916e+001°)
1.43218789927353e+000	(-2.64408391019295e+001dB,8.72574684017031e+001°)
1.43548943335364e+000	(-2.64208845957647e+001dB,8.72512110964041e+001°)
1.43879857825583e+000	(-2.64009302991019e+001dB,8.72449393054241e+001°)
1.44211535152486e+000	(-2.63809762129039e+001dB,8.72386529961198e+001°)
1.44543977074592e+000	(-2.63610223381376e+001dB,8.72323521357753e+001°)
1.44877185354475e+000	(-2.63410686757745e+001dB,8.72260366916015e+001°)
1.45211161758773e+000	(-2.63211152267904e+001dB,8.72197066307365e+001°)
1.45545908058195e+000	(-2.63011619921658e+001dB,8.72133619202450e+001°)
1.45881426027534e+000	(-2.62812089728854e+001dB,8.72070025271186e+001°)
1.46217717445671e+000	(-2.62612561699386e+001dB,8.72006284182752e+001°)
1.46554784095590e+000	(-2.62413035843193e+001dB,8.71942395605591e+001°)
1.46892627764385e+000	(-2.62213512170259e+001dB,8.71878359207408e+001°)
1.47231250243271e+000	(-2.62013990690613e+001dB,8.71814174655169e+001°)
1.47570653327588e+000	(-2.61814471414331e+001dB,8.71749841615100e+001°)
1.47910838816819e+000	(-2.61614954351535e+001dB,8.71685359752682e+001°)
1.48251808514594e+000	(-2.61415439512392e+001dB,8.71620728732656e+001°)
1.48593564228699e+000	(-2.61215926907117e+001dB,8.71555948219015e+001°)
1.48936107771090e+000	(-2.61016416545971e+001dB,8.71491017875006e+001°)
1.49279440957898e+000	(-2.60816908439262e+001dB,8.71425937363130e+001°)
1.49623565609442e+000	(-2.60617402597344e+001dB,8.71360706345134e+001°)
1.49968483550236e+000	(-2.60417899030621e+001dB,8.71295324482018e+001°)
1.50314196609001e+000	(-2.60218397749542e+001dB,8.71229791434029e+001°)
1.50660706618673e+000	(-2.60018898764605e+001dB,8.71164106860657e+001°)
1.51008015416413e+000	(-2.59819402086355e+001dB,8.71098270420639e+001°)
1.51356124843619e+000	(-2.59619907725386e+001dB,8.71032281771955e+001°)
1.51705036745932e+000	(-2.59420415692341e+001dB,8.70966140571826e+001°)
1.52054752973248e+000	(-2.59220925997910e+001dB,8.70899846476712e+001°)
1.52405275379728e+000	(-2.59021438652833e+001dB,8.70833399142315e+001°)
1.52756605823806e+000	(-2.58821953667899e+001dB,8.70766798223569e+001°)
1.53108746168202e+000	(-2.58622471053945e+001dB,8.70700043374648e+001°)
1.53461698279928e+000	(-2.58422990821860e+001dB,8.70633134248959e+001°)
1.53815464030302e+000	(-2.58223512982580e+001dB,8.70566070499139e+001°)
1.54170045294954e+000	(-2.58024037547093e+001dB,8.70498851777060e+001°)
1.54525443953840e+000	(-2.57824564526436e+001dB,8.70431477733821e+001°)
1.54881661891247e+000	(-2.57625093931696e+001dB,8.70363948019750e+001°)
1.55238700995807e+000	(-2.57425625774013e+001dB,8.70296262284402e+001°)
1.55596563160506e+000	(-2.57226160064576e+001dB,8.70228420176556e+001°)
1.55955250282694e+000	(-2.57026696814625e+001dB,8.70160421344216e+001°)
1.56314764264094e+000	(-2.56827236035451e+001dB,8.70092265434607e+001°)
1.56675107010813e+000	(-2.56627777738398e+001dB,8.70023952094174e+001°)
1.57036280433354e+000	(-2.56428321934862e+001dB,8.69955480968584e+001°)
1.57398286446620e+000	(-2.56228868636288e+001dB,8.69886851702719e+001°)
