Freq.	V(rl_out)	V(rlc_out)
2.01372424986203e+003	(-6.02084135823904e+000dB,4.27197645517089e-001°)	(-6.02065327223237e+000dB,6.53634673403515e-001°)
2.01836636368120e+003	(-6.02084024893092e+000dB,4.26215154487280e-001°)	(-6.02065302700277e+000dB,6.52131308787154e-001°)
2.02301917867791e+003	(-6.02083914471931e+000dB,4.25234922874326e-001°)	(-6.02065278290052e+000dB,6.50631402133992e-001°)
2.02768271952092e+003	(-6.02083804558083e+000dB,4.24256945483434e-001°)	(-6.02065253992043e+000dB,6.49134945489467e-001°)
2.03235701093586e+003	(-6.02083695149215e+000dB,4.23281217131742e-001°)	(-6.02065229805735e+000dB,6.47641930913656e-001°)
2.03704207770536e+003	(-6.02083586243007e+000dB,4.22307732648302e-001°)	(-6.02065205730612e+000dB,6.46152350492692e-001°)
2.04173794466917e+003	(-6.02083477837151e+000dB,4.21336486874042e-001°)	(-6.02065181766164e+000dB,6.44666196322197e-001°)
2.04644463672431e+003	(-6.02083369929348e+000dB,4.20367474661749e-001°)	(-6.02065157911882e+000dB,6.43183460521883e-001°)
2.05116217882520e+003	(-6.02083262517310e+000dB,4.19400690876032e-001°)	(-6.02065134167258e+000dB,6.41704135226619e-001°)
2.05589059598378e+003	(-6.02083155598759e+000dB,4.18436130393303e-001°)	(-6.02065110531790e+000dB,6.40228212590215e-001°)
2.06062991326963e+003	(-6.02083049171427e+000dB,4.17473788101746e-001°)	(-6.02065087004973e+000dB,6.38755684786668e-001°)
2.06538015581016e+003	(-6.02082943233059e+000dB,4.16513658901288e-001°)	(-6.02065063586311e+000dB,6.37286544002498e-001°)
2.07014134879067e+003	(-6.02082837781408e+000dB,4.15555737703579e-001°)	(-6.02065040275303e+000dB,6.35820782448806e-001°)
2.07491351745454e+003	(-6.02082732814237e+000dB,4.14600019431956e-001°)	(-6.02065017071455e+000dB,6.34358392349794e-001°)
2.07969668710332e+003	(-6.02082628329322e+000dB,4.13646499021425e-001°)	(-6.02064993974275e+000dB,6.32899365950368e-001°)
2.08449088309692e+003	(-6.02082524324447e+000dB,4.12695171418628e-001°)	(-6.02064970983271e+000dB,6.31443695510391e-001°)
2.08929613085367e+003	(-6.02082420797406e+000dB,4.11746031581819e-001°)	(-6.02064948097956e+000dB,6.29991373311640e-001°)
2.09411245585052e+003	(-6.02082317746003e+000dB,4.10799074480837e-001°)	(-6.02064925317844e+000dB,6.28542391650793e-001°)
2.09893988362315e+003	(-6.02082215168055e+000dB,4.09854295097079e-001°)	(-6.02064902642450e+000dB,6.27096742841933e-001°)
2.10377843976610e+003	(-6.02082113061385e+000dB,4.08911688423474e-001°)	(-6.02064880071293e+000dB,6.25654419219071e-001°)
2.10862814993291e+003	(-6.02082011423830e+000dB,4.07971249464456e-001°)	(-6.02064857603893e+000dB,6.24215413129757e-001°)
2.11348903983627e+003	(-6.02081910253232e+000dB,4.07032973235940e-001°)	(-6.02064835239774e+000dB,6.22779716945223e-001°)
2.11836113524812e+003	(-6.02081809547448e+000dB,4.06096854765290e-001°)	(-6.02064812978459e+000dB,6.21347323049547e-001°)
2.12324446199984e+003	(-6.02081709304342e+000dB,4.05162889091299e-001°)	(-6.02064790819477e+000dB,6.19918223845982e-001°)
2.12813904598233e+003	(-6.02081609521788e+000dB,4.04231071264160e-001°)	(-6.02064768762357e+000dB,6.18492411753115e-001°)
2.13304491314619e+003	(-6.02081510197670e+000dB,4.03301396345439e-001°)	(-6.02064746806631e+000dB,6.17069879211195e-001°)
2.13796208950185e+003	(-6.02081411329883e+000dB,4.02373859408050e-001°)	(-6.02064724951831e+000dB,6.15650618676383e-001°)
2.14289060111967e+003	(-6.02081312916330e+000dB,4.01448455536230e-001°)	(-6.02064703197494e+000dB,6.14234622620088e-001°)
2.14783047413015e+003	(-6.02081214954924e+000dB,4.00525179825510e-001°)	(-6.02064681543158e+000dB,6.12821883530845e-001°)
2.15278173472399e+003	(-6.02081117443587e+000dB,3.99604027382694e-001°)	(-6.02064659988362e+000dB,6.11412393919378e-001°)
2.15774440915228e+003	(-6.02081020380253e+000dB,3.98684993325826e-001°)	(-6.02064638532651e+000dB,6.10006146305851e-001°)
2.16271852372663e+003	(-6.02080923762863e+000dB,3.97768072784173e-001°)	(-6.02064617175565e+000dB,6.08603133235104e-001°)
2.16770410481931e+003	(-6.02080827589367e+000dB,3.96853260898191e-001°)	(-6.02064595916654e+000dB,6.07203347266448e-001°)
2.17270117886335e+003	(-6.02080731857728e+000dB,3.95940552819504e-001°)	(-6.02064574755466e+000dB,6.05806780974912e-001°)
2.17770977235277e+003	(-6.02080636565915e+000dB,3.95029943710879e-001°)	(-6.02064553691550e+000dB,6.04413426953757e-001°)
2.18272991184261e+003	(-6.02080541711907e+000dB,3.94121428746196e-001°)	(-6.02064532724460e+000dB,6.03023277812544e-001°)
2.18776162394916e+003	(-6.02080447293693e+000dB,3.93215003110428e-001°)	(-6.02064511853751e+000dB,6.01636326180280e-001°)
2.19280493535005e+003	(-6.02080353309271e+000dB,3.92310661999609e-001°)	(-6.02064491078977e+000dB,6.00252564700310e-001°)
2.19785987278443e+003	(-6.02080259756648e+000dB,3.91408400620817e-001°)	(-6.02064470399700e+000dB,5.98871986031557e-001°)
2.20292646305306e+003	(-6.02080166633841e+000dB,3.90508214192143e-001°)	(-6.02064449815480e+000dB,5.97494582856129e-001°)
2.20800473301850e+003	(-6.02080073938874e+000dB,3.89610097942663e-001°)	(-6.02064429325879e+000dB,5.96120347864662e-001°)
2.21309470960524e+003	(-6.02079981669782e+000dB,3.88714047112422e-001°)	(-6.02064408930463e+000dB,5.94749273772193e-001°)
2.21819641979982e+003	(-6.02079889824608e+000dB,3.87820056952400e-001°)	(-6.02064388628797e+000dB,5.93381353306052e-001°)
2.22330989065100e+003	(-6.02079798401405e+000dB,3.86928122724491e-001°)	(-6.02064368420452e+000dB,5.92016579210918e-001°)
2.22843514926990e+003	(-6.02079707398235e+000dB,3.86038239701479e-001°)	(-6.02064348304998e+000dB,5.90654944249434e-001°)
2.23357222283013e+003	(-6.02079616813168e+000dB,3.85150403167010e-001°)	(-6.02064328282007e+000dB,5.89296441199630e-001°)
2.23872113856794e+003	(-6.02079526644282e+000dB,3.84264608415568e-001°)	(-6.02064308351055e+000dB,5.87941062855535e-001°)
2.24388192378236e+003	(-6.02079436889666e+000dB,3.83380850752451e-001°)	(-6.02064288511718e+000dB,5.86588802030968e-001°)
2.24905460583538e+003	(-6.02079347547416e+000dB,3.82499125493747e-001°)	(-6.02064268763576e+000dB,5.85239651553150e-001°)
2.25423921215202e+003	(-6.02079258615639e+000dB,3.81619427966306e-001°)	(-6.02064249106207e+000dB,5.83893604268398e-001°)
2.25943577022057e+003	(-6.02079170092448e+000dB,3.80741753507720e-001°)	(-6.02064229539196e+000dB,5.82550653033836e-001°)
2.26464430759265e+003	(-6.02079081975966e+000dB,3.79866097466293e-001°)	(-6.02064210062127e+000dB,5.81210790732629e-001°)
2.26986485188341e+003	(-6.02078994264325e+000dB,3.78992455201019e-001°)	(-6.02064190674586e+000dB,5.79874010255513e-001°)
2.27509743077166e+003	(-6.02078906955665e+000dB,3.78120822081561e-001°)	(-6.02064171376161e+000dB,5.78540304514126e-001°)
2.28034207200001e+003	(-6.02078820048134e+000dB,3.77251193488220e-001°)	(-6.02064152166442e+000dB,5.77209666433984e-001°)
2.28559880337502e+003	(-6.02078733539890e+000dB,3.76383564811914e-001°)	(-6.02064133045022e+000dB,5.75882088958908e-001°)
2.29086765276736e+003	(-6.02078647429097e+000dB,3.75517931454155e-001°)	(-6.02064114011495e+000dB,5.74557565047180e-001°)
2.29614864811195e+003	(-6.02078561713932e+000dB,3.74654288827020e-001°)	(-6.02064095065456e+000dB,5.73236087675972e-001°)
2.30144181740809e+003	(-6.02078476392574e+000dB,3.73792632353134e-001°)	(-6.02064076206503e+000dB,5.71917649838137e-001°)
2.30674718871965e+003	(-6.02078391463216e+000dB,3.72932957465637e-001°)	(-6.02064057434236e+000dB,5.70602244536461e-001°)
2.31206479017518e+003	(-6.02078306924057e+000dB,3.72075259608169e-001°)	(-6.02064038748256e+000dB,5.69289864799534e-001°)
2.31739464996806e+003	(-6.02078222773303e+000dB,3.71219534234837e-001°)	(-6.02064020148166e+000dB,5.67980503665828e-001°)
2.32273679635669e+003	(-6.02078139009171e+000dB,3.70365776810199e-001°)	(-6.02064001633571e+000dB,5.66674154190666e-001°)
2.32809125766459e+003	(-6.02078055629883e+000dB,3.69513982809234e-001°)	(-6.02063983204079e+000dB,5.65370809445557e-001°)
2.33345806228058e+003	(-6.02077972633673e+000dB,3.68664147717321e-001°)	(-6.02063964859297e+000dB,5.64070462519448e-001°)
2.33883723865893e+003	(-6.02077890018781e+000dB,3.67816267030215e-001°)	(-6.02063946598836e+000dB,5.62773106516148e-001°)
2.34422881531950e+003	(-6.02077807783453e+000dB,3.66970336254022e-001°)	(-6.02063928422309e+000dB,5.61478734554945e-001°)
2.34963282084788e+003	(-6.02077725925947e+000dB,3.66126350905177e-001°)	(-6.02063910329329e+000dB,5.60187339771212e-001°)
2.35504928389558e+003	(-6.02077644444527e+000dB,3.65284306510420e-001°)	(-6.02063892319513e+000dB,5.58898915317017e-001°)
2.36047823318015e+003	(-6.02077563337465e+000dB,3.64444198606768e-001°)	(-6.02063874392478e+000dB,5.57613454357285e-001°)
2.36591969748533e+003	(-6.02077482603041e+000dB,3.63606022741500e-001°)	(-6.02063856547843e+000dB,5.56330950076766e-001°)
2.37137370566122e+003	(-6.02077402239543e+000dB,3.62769774472124e-001°)	(-6.02063838785229e+000dB,5.55051395673653e-001°)
2.37684028662445e+003	(-6.02077322245267e+000dB,3.61935449366361e-001°)	(-6.02063821104260e+000dB,5.53774784361459e-001°)
2.38231946935826e+003	(-6.02077242618516e+000dB,3.61103043002119e-001°)	(-6.02063803504560e+000dB,5.52501109370269e-001°)
2.38781128291274e+003	(-6.02077163357603e+000dB,3.60272550967466e-001°)	(-6.02063785985755e+000dB,5.51230363946078e-001°)
2.39331575640495e+003	(-6.02077084460846e+000dB,3.59443968860613e-001°)	(-6.02063768547473e+000dB,5.49962541347582e-001°)
2.39883291901905e+003	(-6.02077005926573e+000dB,3.58617292289886e-001°)	(-6.02063751189344e+000dB,5.48697634853157e-001°)
2.40436280000650e+003	(-6.02076927753118e+000dB,3.57792516873705e-001°)	(-6.02063733910999e+000dB,5.47435637753828e-001°)
2.40990542868616e+003	(-6.02076849938823e+000dB,3.56969638240561e-001°)	(-6.02063716712072e+000dB,5.46176543356433e-001°)
2.41546083444450e+003	(-6.02076772482038e+000dB,3.56148652028990e-001°)	(-6.02063699592196e+000dB,5.44920344986137e-001°)
2.42102904673574e+003	(-6.02076695381122e+000dB,3.55329553887555e-001°)	(-6.02063682551011e+000dB,5.43667035977504e-001°)
2.42661009508197e+003	(-6.02076618634438e+000dB,3.54512339474817e-001°)	(-6.02063665588152e+000dB,5.42416609684649e-001°)
2.43220400907337e+003	(-6.02076542240360e+000dB,3.53697004459318e-001°)	(-6.02063648703259e+000dB,5.41169059477401e-001°)
2.43781081836831e+003	(-6.02076466197267e+000dB,3.52883544519553e-001°)	(-6.02063631895975e+000dB,5.39924378741906e-001°)
2.44343055269353e+003	(-6.02076390503548e+000dB,3.52071955343949e-001°)	(-6.02063615165943e+000dB,5.38682560871069e-001°)
2.44906324184430e+003	(-6.02076315157596e+000dB,3.51262232630847e-001°)	(-6.02063598512807e+000dB,5.37443599284245e-001°)
2.45470891568458e+003	(-6.02076240157815e+000dB,3.50454372088468e-001°)	(-6.02063581936214e+000dB,5.36207487410676e-001°)
2.46036760414718e+003	(-6.02076165502613e+000dB,3.49648369434904e-001°)	(-6.02063565435811e+000dB,5.34974218691375e-001°)
2.46603933723389e+003	(-6.02076091190409e+000dB,3.48844220398083e-001°)	(-6.02063549011249e+000dB,5.33743786589282e-001°)
2.47172414501568e+003	(-6.02076017219625e+000dB,3.48041920715756e-001°)	(-6.02063532662179e+000dB,5.32516184580330e-001°)
2.47742205763283e+003	(-6.02075943588694e+000dB,3.47241466135466e-001°)	(-6.02063516388254e+000dB,5.31291406149608e-001°)
2.48313310529512e+003	(-6.02075870296053e+000dB,3.46442852414535e-001°)	(-6.02063500189127e+000dB,5.30069444805963e-001°)
2.48885731828194e+003	(-6.02075797340149e+000dB,3.45646075320032e-001°)	(-6.02063484064456e+000dB,5.28850294067350e-001°)
2.49459472694250e+003	(-6.02075724719436e+000dB,3.44851130628758e-001°)	(-6.02063468013898e+000dB,5.27633947468441e-001°)
2.50034536169598e+003	(-6.02075652432371e+000dB,3.44058014127220e-001°)	(-6.02063452037112e+000dB,5.26420398558687e-001°)
2.50610925303166e+003	(-6.02075580477424e+000dB,3.43266721611608e-001°)	(-6.02063436133759e+000dB,5.25209640903574e-001°)
2.51188643150912e+003	(-6.02075508853068e+000dB,3.42477248887776e-001°)	(-6.02063420303501e+000dB,5.24001668080777e-001°)
2.51767692775840e+003	(-6.02075437557784e+000dB,3.41689591771217e-001°)	(-6.02063404546002e+000dB,5.22796473685228e-001°)
2.52348077248011e+003	(-6.02075366590061e+000dB,3.40903746087043e-001°)	(-6.02063388860928e+000dB,5.21594051324637e-001°)
2.52929799644568e+003	(-6.02075295948394e+000dB,3.40119707669960e-001°)	(-6.02063373247946e+000dB,5.20394394622652e-001°)
2.53512863049745e+003	(-6.02075225631283e+000dB,3.39337472364250e-001°)	(-6.02063357706724e+000dB,5.19197497217562e-001°)
2.54097270554884e+003	(-6.02075155637240e+000dB,3.38557036023746e-001°)	(-6.02063342236932e+000dB,5.18003352761634e-001°)
2.54683025258458e+003	(-6.02075085964778e+000dB,3.37778394511809e-001°)	(-6.02063326838242e+000dB,5.16811954923003e-001°)
2.55270130266078e+003	(-6.02075016612421e+000dB,3.37001543701312e-001°)	(-6.02063311510327e+000dB,5.15623297383102e-001°)
2.55858588690518e+003	(-6.02074947578699e+000dB,3.36226479474610e-001°)	(-6.02063296252862e+000dB,5.14437373837909e-001°)
2.56448403651725e+003	(-6.02074878862147e+000dB,3.35453197723526e-001°)	(-6.02063281065522e+000dB,5.13254177999198e-001°)
2.57039578276839e+003	(-6.02074810461307e+000dB,3.34681694349322e-001°)	(-6.02063265947985e+000dB,5.12073703590699e-001°)
2.57632115700211e+003	(-6.02074742374731e+000dB,3.33911965262685e-001°)	(-6.02063250899931e+000dB,5.10895944354435e-001°)
2.58226019063413e+003	(-6.02074674600973e+000dB,3.33144006383698e-001°)	(-6.02063235921039e+000dB,5.09720894042430e-001°)
2.58821291515262e+003	(-6.02074607138596e+000dB,3.32377813641824e-001°)	(-6.02063221010993e+000dB,5.08548546423682e-001°)
2.59417936211834e+003	(-6.02074539986171e+000dB,3.31613382975881e-001°)	(-6.02063206169475e+000dB,5.07378895282870e-001°)
2.60015956316480e+003	(-6.02074473142273e+000dB,3.30850710334024e-001°)	(-6.02063191396170e+000dB,5.06211934416511e-001°)
2.60615354999842e+003	(-6.02074406605485e+000dB,3.30089791673717e-001°)	(-6.02063176690764e+000dB,5.05047657634213e-001°)
2.61216135439873e+003	(-6.02074340374395e+000dB,3.29330622961721e-001°)	(-6.02063162052946e+000dB,5.03886058763738e-001°)
2.61818300821851e+003	(-6.02074274447600e+000dB,3.28573200174065e-001°)	(-6.02063147482405e+000dB,5.02727131645891e-001°)
2.62421854338396e+003	(-6.02074208823700e+000dB,3.27817519296027e-001°)	(-6.02063132978831e+000dB,5.01570870132590e-001°)
2.63026799189490e+003	(-6.02074143501305e+000dB,3.27063576322115e-001°)	(-6.02063118541917e+000dB,5.00417268091295e-001°)
2.63633138582490e+003	(-6.02074078479029e+000dB,3.26311367256041e-001°)	(-6.02063104171356e+000dB,4.99266319406893e-001°)
2.64240875732146e+003	(-6.02074013755495e+000dB,3.25560888110706e-001°)	(-6.02063089866843e+000dB,4.98118017975952e-001°)
2.64850013860622e+003	(-6.02073949329328e+000dB,3.24812134908175e-001°)	(-6.02063075628074e+000dB,4.96972357707970e-001°)
2.65460556197505e+003	(-6.02073885199163e+000dB,3.24065103679655e-001°)	(-6.02063061454747e+000dB,4.95829332525352e-001°)
2.66072505979832e+003	(-6.02073821363639e+000dB,3.23319790465477e-001°)	(-6.02063047346561e+000dB,4.94688936369748e-001°)
2.66685866452099e+003	(-6.02073757821405e+000dB,3.22576191315073e-001°)	(-6.02063033303217e+000dB,4.93551163193764e-001°)
2.67300640866282e+003	(-6.02073694571111e+000dB,3.21834302286958e-001°)	(-6.02063019324417e+000dB,4.92416006959664e-001°)
2.67916832481854e+003	(-6.02073631611416e+000dB,3.21094119448704e-001°)	(-6.02063005409863e+000dB,4.91283461653979e-001°)
2.68534444565801e+003	(-6.02073568940986e+000dB,3.20355638876924e-001°)	(-6.02062991559261e+000dB,4.90153521265223e-001°)
2.69153480392642e+003	(-6.02073506558492e+000dB,3.19618856657249e-001°)	(-6.02062977772317e+000dB,4.89026179803587e-001°)
2.69773943244442e+003	(-6.02073444462610e+000dB,3.18883768884307e-001°)	(-6.02062964048737e+000dB,4.87901431290743e-001°)
2.70395836410835e+003	(-6.02073382652024e+000dB,3.18150371661706e-001°)	(-6.02062950388231e+000dB,4.86779269762362e-001°)
2.71019163189034e+003	(-6.02073321125423e+000dB,3.17418661102006e-001°)	(-6.02062936790508e+000dB,4.85659689266823e-001°)
2.71643926883858e+003	(-6.02073259881502e+000dB,3.16688633326706e-001°)	(-6.02062923255280e+000dB,4.84542683867097e-001°)
2.72270130807741e+003	(-6.02073198918963e+000dB,3.15960284466220e-001°)	(-6.02062909782260e+000dB,4.83428247640727e-001°)
2.72897778280754e+003	(-6.02073138236513e+000dB,3.15233610659856e-001°)	(-6.02062896371162e+000dB,4.82316374677895e-001°)
2.73526872630621e+003	(-6.02073077832865e+000dB,3.14508608055797e-001°)	(-6.02062883021700e+000dB,4.81207059080133e-001°)
2.74157417192738e+003	(-6.02073017706739e+000dB,3.13785272811081e-001°)	(-6.02062869733592e+000dB,4.80100294967292e-001°)
2.74789415310189e+003	(-6.02072957856858e+000dB,3.13063601091577e-001°)	(-6.02062856506555e+000dB,4.78996076468620e-001°)
2.75422870333766e+003	(-6.02072898281955e+000dB,3.12343589071971e-001°)	(-6.02062843340309e+000dB,4.77894397729734e-001°)
2.76057785621984e+003	(-6.02072838980765e+000dB,3.11625232935741e-001°)	(-6.02062830234575e+000dB,4.76795252906240e-001°)
2.76694164541100e+003	(-6.02072779952032e+000dB,3.10908528875136e-001°)	(-6.02062817189073e+000dB,4.75698636172612e-001°)
2.77332010465133e+003	(-6.02072721194503e+000dB,3.10193473091161e-001°)	(-6.02062804203527e+000dB,4.74604541712001e-001°)
2.77971326775878e+003	(-6.02072662706932e+000dB,3.09480061793551e-001°)	(-6.02062791277662e+000dB,4.73512963721295e-001°)
2.78612116862926e+003	(-6.02072604488079e+000dB,3.08768291200757e-001°)	(-6.02062778411204e+000dB,4.72423896414280e-001°)
2.79254384123682e+003	(-6.02072546536710e+000dB,3.08058157539920e-001°)	(-6.02062765603878e+000dB,4.71337334012714e-001°)
2.79898131963385e+003	(-6.02072488851596e+000dB,3.07349657046855e-001°)	(-6.02062752855413e+000dB,4.70253270758394e-001°)
2.80543363795120e+003	(-6.02072431431513e+000dB,3.06642785966029e-001°)	(-6.02062740165539e+000dB,4.69171700899133e-001°)
2.81190083039842e+003	(-6.02072374275244e+000dB,3.05937540550544e-001°)	(-6.02062727533986e+000dB,4.68092618702106e-001°)
2.81838293126393e+003	(-6.02072317381577e+000dB,3.05233917062112e-001°)	(-6.02062714960487e+000dB,4.67016018443644e-001°)
2.82487997491519e+003	(-6.02072260749305e+000dB,3.04531911771042e-001°)	(-6.02062702444773e+000dB,4.65941894414942e-001°)
2.83139199579886e+003	(-6.02072204377227e+000dB,3.03831520956215e-001°)	(-6.02062689986581e+000dB,4.64870240919491e-001°)
2.83791902844103e+003	(-6.02072148264148e+000dB,3.03132740905065e-001°)	(-6.02062677585644e+000dB,4.63801052275604e-001°)
2.84446110744739e+003	(-6.02072092408878e+000dB,3.02435567913561e-001°)	(-6.02062665241701e+000dB,4.62734322811939e-001°)
2.85101826750338e+003	(-6.02072036810233e+000dB,3.01739998286188e-001°)	(-6.02062652954488e+000dB,4.61670046872569e-001°)
2.85759054337442e+003	(-6.02071981467033e+000dB,3.01046028335925e-001°)	(-6.02062640723745e+000dB,4.60608218813144e-001°)
2.86417796990605e+003	(-6.02071926378105e+000dB,3.00353654384227e-001°)	(-6.02062628549214e+000dB,4.59548833004050e-001°)
2.87078058202416e+003	(-6.02071871542281e+000dB,2.99662872761005e-001°)	(-6.02062616430634e+000dB,4.58491883827846e-001°)
2.87739841473514e+003	(-6.02071816958397e+000dB,2.98973679804606e-001°)	(-6.02062604367749e+000dB,4.57437365677967e-001°)
2.88403150312607e+003	(-6.02071762625297e+000dB,2.98286071861797e-001°)	(-6.02062592360303e+000dB,4.56385272963797e-001°)
2.89067988236494e+003	(-6.02071708541828e+000dB,2.97600045287740e-001°)	(-6.02062580408041e+000dB,4.55335600104919e-001°)
2.89734358770079e+003	(-6.02071654706844e+000dB,2.96915596445978e-001°)	(-6.02062568510710e+000dB,4.54288341536186e-001°)
2.90402265446391e+003	(-6.02071601119202e+000dB,2.96232721708413e-001°)	(-6.02062556668056e+000dB,4.53243491701974e-001°)
2.91071711806607e+003	(-6.02071547777766e+000dB,2.95551417455287e-001°)	(-6.02062544879828e+000dB,4.52201045065704e-001°)
2.91742701400063e+003	(-6.02071494681406e+000dB,2.94871680075163e-001°)	(-6.02062533145777e+000dB,4.51160996096463e-001°)
2.92415237784279e+003	(-6.02071441828994e+000dB,2.94193505964907e-001°)	(-6.02062521465654e+000dB,4.50123339279161e-001°)
2.93089324524978e+003	(-6.02071389219411e+000dB,2.93516891529668e-001°)	(-6.02062509839210e+000dB,4.49088069111329e-001°)
2.93764965196099e+003	(-6.02071336851541e+000dB,2.92841833182857e-001°)	(-6.02062498266198e+000dB,4.48055180106284e-001°)
2.94442163379821e+003	(-6.02071284724273e+000dB,2.92168327346132e-001°)	(-6.02062486746373e+000dB,4.47024666782286e-001°)
2.95120922666584e+003	(-6.02071232836502e+000dB,2.91496370449378e-001°)	(-6.02062475279491e+000dB,4.45996523674615e-001°)
2.95801246655100e+003	(-6.02071181187127e+000dB,2.90825958930685e-001°)	(-6.02062463865307e+000dB,4.44970745334267e-001°)
2.96483138952379e+003	(-6.02071129775053e+000dB,2.90157089236331e-001°)	(-6.02062452503581e+000dB,4.43947326322220e-001°)
2.97166603173747e+003	(-6.02071078599191e+000dB,2.89489757820767e-001°)	(-6.02062441194070e+000dB,4.42926261208767e-001°)
2.97851642942864e+003	(-6.02071027658454e+000dB,2.88823961146591e-001°)	(-6.02062429936535e+000dB,4.41907544579231e-001°)
2.98538261891740e+003	(-6.02070976951763e+000dB,2.88159695684535e-001°)	(-6.02062418730736e+000dB,4.40891171033938e-001°)
2.99226463660763e+003	(-6.02070926478042e+000dB,2.87496957913443e-001°)	(-6.02062407576437e+000dB,4.39877135180565e-001°)
2.99916251898709e+003	(-6.02070876236221e+000dB,2.86835744320257e-001°)	(-6.02062396473399e+000dB,4.38865431645574e-001°)
3.00607630262767e+003	(-6.02070826225234e+000dB,2.86176051399991e-001°)	(-6.02062385421388e+000dB,4.37856055061464e-001°)
3.01300602418556e+003	(-6.02070776444021e+000dB,2.85517875655719e-001°)	(-6.02062374420169e+000dB,4.36849000074389e-001°)
3.01995172040145e+003	(-6.02070726891527e+000dB,2.84861213598554e-001°)	(-6.02062363469509e+000dB,4.35844261347318e-001°)
3.02691342810074e+003	(-6.02070677566700e+000dB,2.84206061747629e-001°)	(-6.02062352569174e+000dB,4.34841833550471e-001°)
3.03389118419370e+003	(-6.02070628468493e+000dB,2.83552416630079e-001°)	(-6.02062341718935e+000dB,4.33841711369571e-001°)
3.04088502567571e+003	(-6.02070579595868e+000dB,2.82900274781024e-001°)	(-6.02062330918560e+000dB,4.32843889499464e-001°)
3.04789498962741e+003	(-6.02070530947786e+000dB,2.82249632743548e-001°)	(-6.02062320167820e+000dB,4.31848362649823e-001°)
3.05492111321494e+003	(-6.02070482523216e+000dB,2.81600487068683e-001°)	(-6.02062309466486e+000dB,4.30855125541947e-001°)
3.06196343369011e+003	(-6.02070434321133e+000dB,2.80952834315391e-001°)	(-6.02062298814334e+000dB,4.29864172906835e-001°)
3.06902198839058e+003	(-6.02070386340512e+000dB,2.80306671050542e-001°)	(-6.02062288211134e+000dB,4.28875499492800e-001°)
3.07609681474013e+003	(-6.02070338580336e+000dB,2.79661993848901e-001°)	(-6.02062277656664e+000dB,4.27889100056542e-001°)
3.08318795024878e+003	(-6.02070291039594e+000dB,2.79018799293107e-001°)	(-6.02062267150699e+000dB,4.26904969364403e-001°)
3.09029543251301e+003	(-6.02070243717276e+000dB,2.78377083973655e-001°)	(-6.02062256693015e+000dB,4.25923102201251e-001°)
3.09741929921600e+003	(-6.02070196612380e+000dB,2.77736844488877e-001°)	(-6.02062246283391e+000dB,4.24943493359014e-001°)
3.10455958812778e+003	(-6.02070149723905e+000dB,2.77098077444928e-001°)	(-6.02062235921607e+000dB,4.23966137644926e-001°)
3.11171633710544e+003	(-6.02070103050859e+000dB,2.76460779455764e-001°)	(-6.02062225607441e+000dB,4.22991029872607e-001°)
3.11888958409335e+003	(-6.02070056592251e+000dB,2.75824947143124e-001°)	(-6.02062215340676e+000dB,4.22018164874761e-001°)
3.12607936712337e+003	(-6.02070010347096e+000dB,2.75190577136516e-001°)	(-6.02062205121093e+000dB,4.21047537489803e-001°)
3.13328572431500e+003	(-6.02069964314413e+000dB,2.74557666073195e-001°)	(-6.02062194948476e+000dB,4.20079142573923e-001°)
3.14050869387563e+003	(-6.02069918493226e+000dB,2.73926210598147e-001°)	(-6.02062184822608e+000dB,4.19112974990255e-001°)
3.14774831410073e+003	(-6.02069872882563e+000dB,2.73296207364072e-001°)	(-6.02062174743275e+000dB,4.18149029613311e-001°)
3.15500462337404e+003	(-6.02069827481458e+000dB,2.72667653031366e-001°)	(-6.02062164710263e+000dB,4.17187301334684e-001°)
3.16227766016779e+003	(-6.02069782288947e+000dB,2.72040544268100e-001°)	(-6.02062154723358e+000dB,4.16227785055398e-001°)
3.16956746304290e+003	(-6.02069737304073e+000dB,2.71414877750008e-001°)	(-6.02062144782350e+000dB,4.15270475683985e-001°)
3.17687407064918e+003	(-6.02069692525880e+000dB,2.70790650160465e-001°)	(-6.02062134887026e+000dB,4.14315368145362e-001°)
3.18419752172553e+003	(-6.02069647953420e+000dB,2.70167858190470e-001°)	(-6.02062125037178e+000dB,4.13362457376369e-001°)
3.19153785510016e+003	(-6.02069603585747e+000dB,2.69546498538633e-001°)	(-6.02062115232595e+000dB,4.12411738325107e-001°)
3.19889510969080e+003	(-6.02069559421921e+000dB,2.68926567911150e-001°)	(-6.02062105473070e+000dB,4.11463205943928e-001°)
3.20626932450486e+003	(-6.02069515461005e+000dB,2.68308063021791e-001°)	(-6.02062095758396e+000dB,4.10516855209769e-001°)
3.21366053863971e+003	(-6.02069471702066e+000dB,2.67690980591883e-001°)	(-6.02062086088367e+000dB,4.09572681101233e-001°)
3.22106879128283e+003	(-6.02069428144177e+000dB,2.67075317350287e-001°)	(-6.02062076462776e+000dB,4.08630678612564e-001°)
3.22849412171203e+003	(-6.02069384786414e+000dB,2.66461070033388e-001°)	(-6.02062066881421e+000dB,4.07690842748545e-001°)
3.23593656929567e+003	(-6.02069341627857e+000dB,2.65848235385072e-001°)	(-6.02062057344098e+000dB,4.06753168525745e-001°)
3.24339617349288e+003	(-6.02069298667592e+000dB,2.65236810156711e-001°)	(-6.02062047850604e+000dB,4.05817650969960e-001°)
